name,rating,genre,year,score,director,budget,gross,company,time
The 'Burbs,PG,Comedy,1989,6.9,Joe Dante,18000000.0,49101993.0,Imagine Entertainment,1980's
Say Anything,PG-13,Comedy,1989,7.3,Cameron Crowe,35633551.262477234,21515196.0,Gracie Films,1980's
License to Kill,PG-13,Action,1989,6.6,John Glen,32000000.0,156167015.0,Danjaq,1980's
Shirley Valentine,R,Comedy,1989,7.2,Lewis Gilbert,35633551.262477234,6056912.0,Paramount Pictures,1980's
Harlem Nights,R,Comedy,1989,6.1,Eddie Murphy,30000000.0,60864870.0,Eddie Murphy Productions,1980's
Lock Up,R,Action,1989,6.4,John Flynn,24000000.0,22099847.0,White Eagle,1980's
"The Cook, the Thief, His Wife & Her Lover",X,Crime,1989,7.6,Peter Greenaway,35633551.262477234,7724701.0,Allarts,1980's
Warlock,R,Action,1989,6.2,Steve Miner,7000000.0,9094451.0,New World Pictures,1980's
"See No Evil, Hear No Evil",R,Comedy,1989,6.9,Arthur Hiller,18000000.0,46908987.0,TriStar Pictures,1980's
Casualties of War,R,Action,1989,7.1,Brian De Palma,22500000.0,18671317.0,Art Linson Productions,1980's
The Package,R,Action,1989,6.4,Andrew Davis,18000000.0,10647219.0,Orion Pictures,1980's
My Left Foot,R,Biography,1989,7.9,Jim Sheridan,35633551.262477234,14743391.0,Ferndale Films,1980's
The War of the Roses,R,Comedy,1989,6.8,Danny DeVito,26000000.0,160188546.0,Twentieth Century Fox,1980's
Wild Orchid,R,Drama,1989,4.6,Zalman King,35633551.262477234,11060485.0,Vision PDG,1980's
Little Monsters,PG,Adventure,1989,6.1,Richard Greenberg,35633551.262477234,793775.0,Davis Entertainment,1980's
The Wizard,PG,Adventure,1989,6.1,Todd Holland,6000000.0,14278900.0,Carolco Pictures,1980's
UHF,PG-13,Comedy,1989,7.0,Jay Levey,5000000.0,6157157.0,Cinecorp SAC,1980's
Look Who's Talking,PG-13,Comedy,1989,5.9,Amy Heckerling,7500000.0,296999813.0,TriStar Pictures,1980's
Star Trek V: The Final Frontier,PG,Action,1989,5.5,William Shatner,27800000.0,52210049.0,Paramount Pictures,1980's
Tie Me Up! Tie Me Down!,NC-17,Comedy,1989,7.0,Pedro Almodóvar,35633551.262477234,4088140.0,El Deseo,1980's
All Dogs Go to Heaven,G,Animation,1989,6.8,Don Bluth,13800000.0,27100027.0,Goldcrest Films International,1980's
Cyborg,R,Action,1989,5.1,Albert Pyun,500000.0,10166459.0,Cannon Entertainment,1980's
Always,PG,Drama,1989,6.4,Steven Spielberg,31000000.0,74134790.0,Universal Pictures,1980's
Leviathan,R,Adventure,1989,5.8,George P. Cosmatos,25000000.0,15704614.0,Filmauro,1980's
Best of the Best,PG-13,Action,1989,6.4,Robert Radler,5000000.0,1700000.0,The Movie Group,1980's
Dead Calm,R,Horror,1989,6.8,Phillip Noyce,10400000.0,7825009.0,Kennedy Miller Productions,1980's
Kickboxer,R,Action,1989,6.5,Mark DiSalle,1500000.0,14697005.0,Kings Road Entertainment,1980's
Black Rain,R,Action,1989,6.6,Ridley Scott,30000000.0,134212055.0,Paramount Pictures,1980's
Troop Beverly Hills,PG,Adventure,1989,5.8,Jeff Kanew,18000000.0,8508843.0,Weintraub Entertainment Group,1980's
Driving Miss Daisy,PG,Drama,1989,7.4,Bruce Beresford,7500000.0,145793296.0,The Zanuck Company,1980's
Drugstore Cowboy,R,Crime,1989,7.3,Gus Van Sant,2500000.0,4729352.0,Avenue Pictures,1980's
A Nightmare on Elm Street 5: The Dream Child,R,Fantasy,1989,5.1,Stephen Hopkins,6000000.0,22168359.0,New Line Cinema,1980's
Dream a Little Dream,PG-13,Comedy,1989,5.8,Marc Rocco,35633551.262477234,5552441.0,Lightning Pictures,1980's
Halloween 5: The Revenge of Michael Myers,R,Horror,1989,5.1,Dominique Othenin-Girard,5000000.0,11642254.0,Magnum Pictures Inc.,1980's
DeepStar Six,R,Action,1989,5.4,Sean S. Cunningham,8000000.0,8143225.0,Carolco Entertainment,1980's
Sea of Love,R,Crime,1989,6.8,Harold Becker,19000000.0,110879513.0,Universal Pictures,1980's
Skin Deep,R,Comedy,1989,6.1,Blake Edwards,9000000.0,19674852.0,Beco Films,1980's
K-9,PG-13,Action,1989,6.0,Rod Daniel,17000000.0,78247647.0,Gordon Company,1980's
Lean on Me,PG-13,Drama,1989,7.4,John G. Avildsen,10000000.0,31906454.0,Norman Twain Productions,1980's
Henry V,PG-13,Action,1989,7.5,Kenneth Branagh,9000000.0,10161099.0,Renaissance Films,1980's
She's Out of Control,PG,Comedy,1989,5.4,Stan Dragoti,35633551.262477234,12065892.0,Weintraub Entertainment Group,1980's
Friday the 13th Part VIII: Jason Takes Manhattan,R,Adventure,1989,4.6,Rob Hedden,5000000.0,14343976.0,Paramount Pictures,1980's
Teen Witch,PG-13,Comedy,1989,6.1,Dorian Walker,35633551.262477234,27843.0,Trans World Entertainment (TWE),1980's
Valmont,R,Drama,1989,7.0,Milos Forman,33000000.0,1132112.0,Renn Productions,1980's
Scandal,R,Drama,1989,6.5,Michael Caton-Jones,7000000.0,8800000.0,British Screen Productions,1980's
The Fabulous Baker Boys,R,Comedy,1989,6.9,Steve Kloves,13000000.0,18428904.0,Gladden Entertainment,1980's
Shocker,R,Comedy,1989,5.5,Wes Craven,5000000.0,16554699.0,Alive Films,1980's
Next of Kin,R,Action,1989,5.8,John Irvin,12000000.0,15942628.0,Lorimar Film Entertainment,1980's
The Fly II,R,Drama,1989,5.1,Chris Walas,35633551.262477234,38903179.0,Brooksfilms,1980's
She-Devil,PG-13,Comedy,1989,5.6,Susan Seidelman,35633551.262477234,15351421.0,Orion Pictures,1980's
Mystery Train,R,Comedy,1989,7.6,Jim Jarmusch,2800000.0,1544973.0,JVC Entertainment Networks,1980's
Blaze,R,Biography,1989,6.0,Ron Shelton,22000000.0,19131246.0,Touchstone Pictures,1980's
The Rainbow,R,Action,1989,6.2,Ken Russell,11987578.0,444055.0,Vestron Pictures,1980's
Gleaming the Cube,PG-13,Action,1989,6.3,Graeme Clifford,10000000.0,2777280.0,David Foster Productions,1980's
Fletch Lives,PG,Comedy,1989,6.1,Michael Ritchie,8000000.0,39450960.0,Universal Pictures,1980's
Communion,R,Biography,1989,5.6,Philippe Mora,5000000.0,1919653.0,Allied Vision,1980's
Erik the Viking,PG-13,Comedy,1989,6.2,Terry Jones,35633551.262477234,1932642.0,KB Erik the Viking,1980's
Crimes and Misdemeanors,PG-13,Comedy,1989,7.9,Woody Allen,19000000.0,18254702.0,Jack Rollins & Charles H. Joffe Productions,1980's
An Innocent Man,R,Action,1989,6.5,Peter Yates,35633551.262477234,20047604.0,Interscope Communications,1980's
Let It Ride,PG-13,Comedy,1989,6.8,Joe Pytka,18000000.0,4973285.0,Alleged Productions,1980's
Loverboy,PG-13,Comedy,1989,6.1,Joan Micklin Silver,35633551.262477234,3960327.0,Crescent Film Enterprises,1980's
Kill Me Again,R,Action,1989,6.3,John Dahl,4000000.0,283694.0,Incorporated Television Company (ITC),1980's
The Gods Must Be Crazy II,PG,Comedy,1989,6.9,Jamie Uys,35633551.262477234,6291444.0,Elrina Investment,1980's
Millennium,PG-13,Drama,1989,5.8,Michael Anderson,35633551.262477234,5777099.0,First Millenium Partnership,1980's
Chances Are,PG,Comedy,1989,6.5,Emile Ardolino,16000000.0,16278590.0,TriStar Pictures,1980's
The Dream Team,PG-13,Comedy,1989,6.5,Howard Zieff,15000000.0,28890240.0,Universal Pictures,1980's
Last Exit to Brooklyn,R,Drama,1989,6.8,Uli Edel,35633551.262477234,1730005.0,Allied Filmmakers,1980's
Little Nemo: Adventures in Slumberland,G,Animation,1989,7.1,Masami Hata,35000000.0,1368000.0,TMS Entertainment,1980's
Kinjite: Forbidden Subjects,R,Action,1989,5.5,J. Lee Thompson,5000000.0,3416846.0,Golan-Globus Productions,1980's
Great Balls of Fire!,PG-13,Biography,1989,6.2,Jim McBride,35633551.262477234,13741060.0,Orion Pictures,1980's
New York Stories,PG,Comedy,1989,6.4,Woody Allen,15000000.0,10763469.0,Touchstone Pictures,1980's
Cousins,PG-13,Comedy,1989,6.3,Joel Schumacher,13000000.0,22026369.0,Paramount Pictures,1980's
Blind Fury,R,Action,1989,6.4,Phillip Noyce,10000000.0,2692037.0,TriStar Pictures,1980's
The Return of Swamp Thing,PG-13,Action,1989,4.7,Jim Wynorski,4000000.0,192816.0,Lightyear Entertainment,1980's
The January Man,R,Action,1989,5.6,Pat O'Connor,35633551.262477234,4611062.0,Metro-Goldwyn-Mayer (MGM),1980's
We're No Angels,PG-13,Comedy,1989,6.1,Neil Jordan,20000000.0,10555348.0,Paramount Pictures,1980's
Johnny Handsome,R,Crime,1989,6.1,Walter Hill,20000000.0,7237794.0,Carolco Pictures,1980's
Who's Harry Crumb?,PG-13,Comedy,1989,5.9,Paul Flaherty,35633551.262477234,10982364.0,TriStar Pictures,1980's
The Mighty Quinn,R,Action,1989,6.0,Carl Schenkel,35633551.262477234,4557214.0,A&M Films,1980's
Fat Man and Little Boy,PG-13,Biography,1989,6.5,Roland Joffé,30000000.0,3563162.0,Paramount Pictures,1980's
Police Academy 6: City Under Siege,PG,Comedy,1989,4.4,Peter Bonerz,12000000.0,11567217.0,Warner Bros.,1980's
Her Alibi,PG,Comedy,1989,5.8,Bruce Beresford,35633551.262477234,18699037.0,Warner Bros.,1980's
The Blood of Heroes,R,Action,1989,6.5,David Webb Peoples,35633551.262477234,882290.0,Kings Road Entertainment,1980's
Pink Cadillac,PG-13,Action,1989,5.4,Buddy Van Horn,19000000.0,12143484.0,Malpaso Productions,1980's
Three Fugitives,PG-13,Action,1989,6.2,Francis Veber,15000000.0,40586886.0,Touchstone Pictures,1980's
Robot Jox,PG,Action,1989,5.4,Stuart Gordon,10000000.0,1272977.0,Empire Pictures,1980's
No Holds Barred,PG-13,Action,1989,4.4,Thomas J. Wright,8000000.0,16093651.0,New Line Cinema,1980's
Family Business,R,Crime,1989,5.7,Sidney Lumet,35633551.262477234,12195695.0,TriStar Pictures,1980's
Wicked Stepmother,PG-13,Comedy,1989,4.3,Larry Cohen,2500000.0,78599553.90186103,Larco Productions,1980's
Chattahoochee,R,Biography,1989,6.3,Mick Jackson,35633551.262477234,259486.0,Hemdale,1980's
Stepfather II: Make Room for Daddy,R,Horror,1989,5.7,Jeff Burr,1500000.0,1519796.0,Incorporated Television Company (ITC),1980's
Eddie and the Cruisers II: Eddie Lives!,PG-13,Drama,1989,6.2,Jean-Claude Lord,35633551.262477234,536508.0,Scotti Brothers Pictures (I),1980's
The Big Picture,PG-13,Comedy,1989,6.2,Christopher Guest,5000000.0,117463.0,Aspen Film Society,1980's
Parents,R,Comedy,1989,6.1,Bob Balaban,3000000.0,870532.0,Great American Films Limited Partnership,1980's
Jacknife,R,Drama,1989,6.3,David Hugh Jones,35633551.262477234,2049769.0,Kings Road Entertainment,1980's
Dad,PG,Comedy,1989,6.3,Gary David Goldberg,19000000.0,27503037.0,Amblin Entertainment,1980's
Speed Zone,PG,Action,1989,4.5,Jim Drake,18000000.0,3077361.0,Canadian International Studios VIII,1980's
How to Get Ahead in Advertising,R,Comedy,1989,6.9,Bruce Robinson,35633551.262477234,418053.0,HandMade Films,1980's
Lisa,PG-13,Drama,1989,6.0,Gary Sherman,35633551.262477234,4347648.0,Gary Sherman Productions,1980's
Out Cold,R,Comedy,1989,5.5,Malcolm Mowbray,35633551.262477234,294266.0,Braunstein and Hamady Productions,1980's
Longtime Companion,R,Drama,1989,7.6,Norman René,3000000.0,4609953.0,American Playhouse,1980's
Happily Ever After,G,Animation,1989,5.6,John Howley,35633551.262477234,3299382.0,Filmation Associates,1980's
Tap,PG-13,Comedy,1989,6.5,Nick Castle,35633551.262477234,9114702.0,Beco Films,1980's
A Dry White Season,R,Drama,1989,7.0,Euzhan Palcy,9000000.0,3766879.0,Davros Films,1980's
The Phantom of the Opera,R,Drama,1989,5.5,Dwight H. Little,35633551.262477234,3953745.0,21st Century Film Corporation,1980's
The Experts,PG-13,Comedy,1989,4.8,Dave Thomas,35633551.262477234,169203.0,Paramount Pictures,1980's
Triumph of the Spirit,R,Biography,1989,6.8,Robert M. Young,35633551.262477234,408839.0,Nova International Films,1980's
The Unbelievable Truth,R,Comedy,1989,7.3,Hal Hartley,75000.0,78599553.90186103,Action Features,1980's
True Believer,R,Crime,1989,6.7,Joseph Ruben,35633551.262477234,8742750.0,Columbia Pictures,1980's
The Horror Show,R,Horror,1989,5.0,James Isaac,3000000.0,1738897.0,Sean S. Cunningham Films,1980's
The Tall Guy,R,Comedy,1989,6.2,Mel Smith,35633551.262477234,510712.0,London Weekend Television (LWT),1980's
The Toxic Avenger Part II,R,Action,1989,5.1,Michael Herz,2300000.0,792966.0,Lorimar Film Entertainment,1980's
Dead Bang,R,Action,1989,6.1,John Frankenheimer,14500000.0,8125592.0,Lorimar Film Entertainment,1980's
Music Box,PG-13,Crime,1989,7.4,Costa-Gavras,35633551.262477234,6263883.0,Carolco Pictures,1980's
Gross Anatomy,PG-13,Drama,1989,6.1,Thom Eberhardt,8500000.0,11604598.0,Hill/Rosenman,1980's
Violent Cop,Not Rated,Action,1989,7.2,Takeshi Kitano,35633551.262477234,78599553.90186103,Bandai Media Department,1980's
Renegades,R,Action,1989,5.4,Jack Sholder,16000000.0,9015164.0,Morgan Creek Entertainment,1980's
Sing,PG-13,Drama,1989,6.9,Richard Baskin,11500000.0,2260616.0,TriStar Pictures,1980's
Sweetie,R,Comedy,1989,6.8,Jane Campion,35633551.262477234,938562.0,Arenafilm,1980's
Listen to Me,PG-13,Drama,1989,5.3,Douglas Day Stewart,35633551.262477234,4299023.0,Weintraub Entertainment Group,1980's
Miss Firecracker,PG,Comedy,1989,6.0,Thomas Schlamme,35633551.262477234,1852655.0,Corsair Pictures,1980's
The Rachel Papers,R,Drama,1989,6.1,Damian Harris,35633551.262477234,201468.0,Initial Film and Television,1980's
Wired,R,Biography,1989,3.7,Larry Peerce,35633551.262477234,1089000.0,FM Entertainment,1980's
Jesus of Montreal,R,Drama,1989,7.5,Denys Arcand,35633551.262477234,1601612.0,Max Films Productions,1980's
Rooftops,R,Action,1989,4.8,Robert Wise,35633551.262477234,2043889.0,Koch Company,1980's
After Midnight,R,Horror,1989,5.5,Jim Wheat,3000000.0,76325.0,High Bar Productions,1980's
Disorganized Crime,R,Action,1989,6.3,Jim Kouf,35633551.262477234,7723506.0,Kouf/Bigelow Productions,1980's
Slaves of New York,R,Comedy,1989,5.7,James Ivory,35633551.262477234,463972.0,TriStar Pictures,1980's
Damned River,R,Action,1989,5.0,Michael Schroeder,5000000.0,78599553.90186103,Metro-Goldwyn-Mayer (MGM),1980's
My Twentieth Century,R,Comedy,1989,7.1,Ildikó Enyedi,35633551.262477234,78599553.90186103,Budapest Stúdió Vállalat,1980's
Scenes from the Class Struggle in Beverly Hills,R,Comedy,1989,6.0,Paul Bartel,35633551.262477234,2156471.0,North Street Films,1980's
The Terror Within,R,Horror,1989,4.8,Thierry Notz,35633551.262477234,858591.0,Concorde Pictures,1980's
Farewell to the King,PG-13,Action,1989,6.3,John Milius,20000000.0,2420917.0,Cine Location Services,1980's
See You in the Morning,PG-13,Drama,1989,5.8,Alan J. Pakula,35633551.262477234,4795009.0,Lorimar Film Entertainment,1980's
"I, Madman",R,Fantasy,1989,6.0,Tibor Takács,35633551.262477234,78599553.90186103,Trans World Entertainment (TWE),1980's
Immediate Family,PG-13,Drama,1989,6.0,Jonathan Kaplan,14000000.0,5932613.0,Columbia Pictures,1980's
In Country,R,Drama,1989,5.9,Norman Jewison,18000000.0,3531971.0,Warner Bros.,1980's
Winter People,PG-13,Drama,1989,6.2,Ted Kotcheff,35633551.262477234,2023282.0,Castle Rock Entertainment,1980's
"Enemies, A Love Story",R,Comedy,1989,6.6,Paul Mazursky,9500000.0,7754571.0,Morgan Creek Entertainment,1980's
American Ninja 3: Blood Hunt,R,Action,1989,3.6,Cedric Sundstrom,35633551.262477234,902152.0,Breton Film Productions,1980's
Physical Evidence,R,Crime,1989,5.1,Michael Crichton,17000000.0,3560932.0,Columbia Pictures,1980's
Worth Winning,PG-13,Comedy,1989,5.8,Will Mackenzie,35633551.262477234,3690328.0,A&M Films,1980's
Edge of Sanity,R,Horror,1989,5.2,Gérard Kikoïne,35633551.262477234,78599553.90186103,Allied Vision,1980's
Brenda Starr,PG,Adventure,1989,4.8,Robert Ellis Miller,16000000.0,67878.0,AM/PM Entertainment,1980's
How I Got Into College,PG-13,Comedy,1989,5.8,Savage Steve Holland,10000000.0,1642239.0,Twentieth Century Fox,1980's
Mortal Passions,R,Crime,1989,4.5,Andrew Lane,35633551.262477234,78599553.90186103,Gibraltar Entertainment,1980's
Old Gringo,R,Adventure,1989,5.8,Luis Puenzo,34000000.0,3574256.0,Columbia Pictures,1980's
Relentless,R,Crime,1989,5.9,William Lustig,4000000.0,6985999.0,Cinetel Films,1980's
Cheetah,G,Adventure,1989,6.0,Jeff Blyth,5000000.0,8153677.0,Silver Screen Partners III,1980's
Monsieur Hire,PG-13,Crime,1989,7.6,Patrice Leconte,35633551.262477234,1417030.0,Cinéa,1980's
Prancer,G,Drama,1989,6.4,John D. Hancock,35633551.262477234,18587135.0,Cineplex Odeon Films,1980's
Too Beautiful for You,R,Comedy,1989,6.8,Bertrand Blier,35633551.262477234,1776440.0,Ciné Valse,1980's
Getting It Right,R,Comedy,1989,6.4,Randal Kleiser,35633551.262477234,960385.0,Management Company Entertainment Group (MCEG),1980's
Rude Awakening,R,Comedy,1989,4.8,David Greenwalt,10000000.0,3169719.0,Aaron Russo Entertainment,1980's
Cookie,R,Comedy,1989,5.4,Susan Seidelman,35633551.262477234,1869417.0,Lorimar Film Entertainment,1980's
Bloodhounds of Broadway,PG,Comedy,1989,5.5,Howard Brookner,4000000.0,43671.0,American Playhouse Theatrical Films,1980's
The Toxic Avenger Part III: The Last Temptation of Toxie,R,Action,1989,4.4,Michael Herz,35633551.262477234,363561.0,Troma Entertainment,1980's
River of Death,R,Action,1989,4.3,Steve Carver,35633551.262477234,78599553.90186103,Breton Film Productions,1980's
Fast Food,PG-13,Comedy,1989,4.5,Michael A. Simpson,35633551.262477234,78599553.90186103,Double Helix Films,1980's
Martians Go Home,PG-13,Comedy,1989,3.1,David Odell,35633551.262477234,129778.0,Edward R. Pressman Productions,1980's
Night Game,R,Crime,1989,4.9,Peter Masterson,35633551.262477234,337812.0,Epic Productions,1980's
Romero,PG-13,Biography,1989,7.2,John Duigan,35633551.262477234,1316495.0,Paulist Pictures,1980's
84C MoPic,R,Drama,1989,6.9,Patrick Sheane Duncan,35633551.262477234,78599553.90186103,Charlie Mopic,1980's
Rosalie Goes Shopping,PG,Comedy,1989,5.8,Percy Adlon,35633551.262477234,574080.0,Bayerischer Rundfunk (BR),1980's
True Love,R,Comedy,1989,6.0,Nancy Savoca,35633551.262477234,1354268.0,United Artists,1980's
Second Sight,PG,Comedy,1989,4.4,Joel Zwick,35633551.262477234,5368865.0,Lorimar Film Entertainment,1980's
A Chorus of Disapproval,PG,Comedy,1989,5.6,Michael Winner,35633551.262477234,216373.0,Curzon Films,1980's
The Lemon Sisters,PG-13,Comedy,1989,5.0,Joyce Chopra,9000000.0,3473905.0,Lightyear Entertainment,1980's
Breaking In,R,Adventure,1989,6.1,Bill Forsyth,6000000.0,1877618.0,Act III Communications,1980's
Crack House,R,Action,1989,5.5,Michael Fischa,35633551.262477234,862551.0,Silverman Entertainment,1980's
Goodfellas,R,Biography,1990,8.7,Martin Scorsese,25000000.0,46963277.0,Warner Bros.,1990's
The Godfather: Part III,R,Crime,1990,7.6,Francis Ford Coppola,54000000.0,136861392.0,Paramount Pictures,1990's
Total Recall,R,Action,1990,7.5,Paul Verhoeven,65000000.0,261317921.0,Carolco Pictures,1990's
Pretty Woman,R,Comedy,1990,7.0,Garry Marshall,14000000.0,463406268.0,Touchstone Pictures,1990's
Home Alone,PG,Comedy,1990,7.6,Chris Columbus,18000000.0,476684675.0,Hughes Entertainment,1990's
Ghost,PG-13,Drama,1990,7.1,Jerry Zucker,22000000.0,505703557.0,Paramount Pictures,1990's
Dances with Wolves,PG-13,Adventure,1990,8.0,Kevin Costner,22000000.0,424208848.0,Tig Productions,1990's
Tremors,PG-13,Comedy,1990,7.1,Ron Underwood,11000000.0,16667084.0,Universal Pictures,1990's
Die Hard 2,R,Action,1990,7.1,Renny Harlin,70000000.0,240031274.0,Twentieth Century Fox,1990's
Misery,R,Drama,1990,7.8,Rob Reiner,20000000.0,61276872.0,Castle Rock Entertainment,1990's
Kindergarten Cop,PG-13,Action,1990,6.2,Ivan Reitman,15000000.0,201957688.0,Universal Pictures,1990's
The Bonfire of the Vanities,R,Comedy,1990,5.6,Brian De Palma,47000000.0,15691192.0,Warner Bros.,1990's
Teenage Mutant Ninja Turtles,PG,Action,1990,6.8,Steve Barron,13500000.0,201965915.0,888 Productions,1990's
Edward Scissorhands,PG-13,Drama,1990,7.9,Tim Burton,20000000.0,86024005.0,Twentieth Century Fox,1990's
The Hunt for Red October,PG,Action,1990,7.6,John McTiernan,30000000.0,200512643.0,Paramount Pictures,1990's
Dick Tracy,PG,Action,1990,6.1,Warren Beatty,47000000.0,162738726.0,Touchstone Pictures,1990's
Awakenings,PG-13,Biography,1990,7.8,Penny Marshall,31000000.0,52096475.0,Columbia Pictures,1990's
The Handmaid's Tale,R,Drama,1990,6.0,Volker Schlöndorff,35633551.262477234,4960385.0,Bioskop Film,1990's
Wild at Heart,R,Comedy,1990,7.2,David Lynch,9500000.0,14561425.0,PolyGram Filmed Entertainment,1990's
Predator 2,R,Action,1990,6.3,Stephen Hopkins,35000000.0,57120318.0,Davis Entertainment,1990's
RoboCop 2,R,Action,1990,5.8,Irvin Kershner,25000000.0,45681173.0,Orion Pictures,1990's
The Witches,PG,Adventure,1990,6.9,Nicolas Roeg,35633551.262477234,10360553.0,Lorimar Film Entertainment,1990's
Jacob's Ladder,R,Drama,1990,7.5,Adrian Lyne,25000000.0,26118851.0,Carolco Pictures,1990's
Back to the Future Part III,PG,Adventure,1990,7.4,Robert Zemeckis,40000000.0,245077583.0,Universal Pictures,1990's
Darkman,R,Action,1990,6.4,Sam Raimi,14000000.0,48878502.0,Renaissance Pictures,1990's
The Hot Spot,R,Crime,1990,6.4,Dennis Hopper,13000000.0,1293976.0,Orion Pictures,1990's
Cry-Baby,PG-13,Comedy,1990,6.5,John Waters,11000000.0,8266343.0,Universal Pictures,1990's
Presumed Innocent,R,Mystery,1990,6.9,Alan J. Pakula,22000000.0,221303188.0,Warner Bros.,1990's
Arachnophobia,PG-13,Comedy,1990,6.4,Frank Marshall,22000000.0,53208180.0,Hollywood Pictures,1990's
Days of Thunder,PG-13,Action,1990,6.1,Tony Scott,60000000.0,157920733.0,Don Simpson/Jerry Bruckheimer Films,1990's
King of New York,R,Crime,1990,7.0,Abel Ferrara,5300000.0,2554476.0,Reteitalia,1990's
